col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i
SHP-012604,W-07,FG-0061,2025-05-28,10,10,1,1,北日本
SHP-012605,W-24,FG-0054,2025-12-03,50,50,1,1,海外
SHP-012606,W-06,FG-0075,2025-04-28,20,20,0,1,海外
SHP-012607,W-23,FG-0002,2024-03-14,20,20,1,1,北日本
SHP-012608,W-03,FG-0024,2026-02-08,50,50,0,1,西日本
SHP-012609,W-08,FG-0006,2024-06-26,100,100,1,1,東日本
SHP-012610,W-18,FG-0048,2024-02-06,100,100,1,1,東日本
SHP-012611,W-14,FG-0008,2025-01-10,50,50,1,1,海外
SHP-012612,W-06,FG-0038,2026-03-15,100,100,1,1,海外
SHP-012613,W-14,FG-0067,2025-07-06,20,20,1,1,北日本
SHP-012614,W-15,FG-0074,2024-08-11,50,50,0,1,北日本
SHP-012615,W-05,FG-0009,2025-02-28,50,50,1,1,西日本
SHP-012616,W-15,FG-0038,2024-06-03,20,20,1,1,東日本
SHP-012617,W-16,FG-0075,2026-01-31,10,10,1,1,西日本
SHP-012618,W-13,FG-0044,2024-12-03,10,10,1,1,海外
SHP-012619,W-03,FG-0001,2024-10-27,10,10,1,1,東日本
SHP-012620,W-08,FG-0053,2026-04-06,10,10,1,1,海外
SHP-012621,W-03,FG-0023,2024-07-19,100,100,1,1,北日本
SHP-012622,W-21,FG-0010,2024-12-19,20,20,1,1,海外
SHP-012623,W-10,FG-0018,2025-08-31,20,20,1,1,西日本
SHP-012624,W-16,FG-0079,2024-01-07,50,50,1,1,海外
SHP-012625,W-12,FG-0067,2025-12-02,100,100,1,1,北日本
SHP-012626,W-21,FG-0012,2024-02-28,50,50,1,1,海外
SHP-012627,W-06,FG-0079,2024-06-25,20,20,1,1,東日本
SHP-012628,W-01,FG-0018,2024-02-23,100,100,1,1,西日本
SHP-012629,W-16,FG-0011,2024-06-14,100,100,1,1,海外
SHP-012630,W-02,FG-0022,2025-04-11,20,20,1,1,北日本
SHP-012631,W-23,FG-0040,2025-07-15,100,100,1,1,北日本
SHP-012632,W-14,FG-0008,2024-11-29,50,50,1,1,東日本
SHP-012633,W-04,FG-0061,2024-12-16,50,50,1,1,東日本
SHP-012634,W-14,FG-0012,2024-02-07,100,100,1,1,西日本
SHP-012635,W-15,FG-0040,2026-04-12,10,10,0,1,海外
SHP-012636,W-07,FG-0049,2025-09-25,100,100,1,1,西日本
SHP-012637,W-11,FG-0059,2026-02-27,50,50,1,1,海外
SHP-012638,W-04,FG-0030,2025-07-15,50,50,0,1,北日本
SHP-012639,W-17,FG-0013,2024-01-01,10,10,1,1,北日本
SHP-012640,W-06,FG-0057,2024-06-14,50,50,1,1,西日本
SHP-012641,W-02,FG-0025,2026-01-17,20,20,1,1,海外
SHP-012642,W-01,FG-0008,2025-09-25,20,20,1,1,海外
SHP-012643,W-22,FG-0058,2024-03-31,20,20,1,1,北日本
SHP-012644,W-24,FG-0023,2024-07-07,50,50,1,1,西日本
SHP-012645,W-03,FG-0080,2024-12-19,50,50,1,1,西日本
SHP-012646,W-17,FG-0036,2025-04-07,100,100,1,1,北日本
SHP-012647,W-04,FG-0070,2026-04-08,50,50,1,1,海外
SHP-012648,W-21,FG-0009,2024-05-03,100,100,1,1,海外
SHP-012649,W-08,FG-0019,2024-05-18,100,100,1,1,海外
SHP-012650,W-01,FG-0078,2026-04-27,50,43,1,0,東日本
SHP-012651,W-08,FG-0067,2024-08-19,100,100,1,1,西日本
SHP-012652,W-20,FG-0064,2024-03-17,10,10,1,1,海外
SHP-012653,W-19,FG-0036,2025-08-12,20,17,1,0,北日本
SHP-012654,W-10,FG-0068,2025-02-20,50,50,1,1,北日本
SHP-012655,W-23,FG-0015,2026-04-21,50,50,1,1,北日本
SHP-012656,W-21,FG-0020,2026-01-03,20,20,0,1,東日本
SHP-012657,W-18,FG-0003,2025-04-18,10,10,1,1,海外
SHP-012658,W-04,FG-0014,2026-04-19,10,10,1,1,西日本
SHP-012659,W-21,FG-0002,2025-10-15,100,100,1,1,東日本
SHP-012660,W-16,FG-0005,2024-01-06,10,10,1,1,東日本
SHP-012661,W-05,FG-0051,2024-11-13,10,10,1,1,東日本
SHP-012662,W-13,FG-0040,2025-11-17,10,6,1,0,東日本
SHP-012663,W-19,FG-0001,2026-02-10,10,8,1,0,海外
SHP-012664,W-03,FG-0007,2024-04-07,100,92,1,0,東日本
SHP-012665,W-04,FG-0005,2024-09-19,50,50,0,1,東日本
SHP-012666,W-16,FG-0005,2025-12-19,10,10,1,1,東日本
SHP-012667,W-10,FG-0039,2025-08-08,100,100,0,1,北日本
SHP-012668,W-20,FG-0023,2025-10-29,20,20,0,1,東日本
SHP-012669,W-19,FG-0078,2026-04-09,50,50,1,1,北日本
SHP-012670,W-20,FG-0030,2025-08-10,10,10,0,1,海外
SHP-012671,W-18,FG-0047,2026-04-18,10,10,1,1,東日本
SHP-012672,W-03,FG-0006,2024-02-21,20,20,1,1,北日本
SHP-012673,W-16,FG-0004,2024-08-11,20,20,1,1,西日本
SHP-012674,W-01,FG-0038,2025-12-14,50,50,1,1,海外
SHP-012675,W-06,FG-0076,2024-09-20,100,100,1,1,海外
SHP-012676,W-07,FG-0021,2026-01-06,100,100,1,1,東日本
SHP-012677,W-03,FG-0003,2025-08-10,100,100,0,1,西日本
SHP-012678,W-07,FG-0009,2024-03-23,100,100,1,1,北日本
SHP-012679,W-19,FG-0061,2025-03-16,20,20,0,1,北日本
SHP-012680,W-22,FG-0052,2026-02-03,100,100,1,1,東日本
SHP-012681,W-01,FG-0014,2025-09-20,10,10,1,1,北日本
SHP-012682,W-10,FG-0021,2024-06-24,10,10,1,1,北日本
SHP-012683,W-15,FG-0056,2025-12-21,100,100,1,1,北日本
SHP-012684,W-13,FG-0013,2025-01-16,20,20,1,1,北日本
SHP-012685,W-19,FG-0003,2025-06-28,10,10,1,1,東日本
SHP-012686,W-12,FG-0024,2024-04-18,100,100,1,1,東日本
SHP-012687,W-12,FG-0062,2024-02-16,100,100,1,1,西日本
SHP-012688,W-11,FG-0046,2025-10-13,20,20,1,1,北日本
SHP-012689,W-01,FG-0016,2026-02-16,10,10,1,1,北日本
SHP-012690,W-07,FG-0030,2024-10-01,10,10,1,1,海外
SHP-012691,W-13,FG-0039,2025-08-31,50,50,1,1,東日本
SHP-012692,W-02,FG-0048,2025-04-28,100,100,1,1,西日本
SHP-012693,W-17,FG-0078,2025-02-13,100,100,1,1,西日本
SHP-012694,W-24,FG-0047,2024-05-06,20,20,1,1,西日本
SHP-012695,W-03,FG-0008,2025-01-12,10,10,1,1,西日本
SHP-012696,W-23,FG-0048,2024-02-28,10,10,1,1,海外
SHP-012697,W-24,FG-0005,2025-08-28,10,10,1,1,西日本
SHP-012698,W-22,FG-0058,2026-02-26,100,100,1,1,北日本
SHP-012699,W-11,FG-0036,2024-10-19,20,20,1,1,西日本
SHP-012700,W-14,FG-0070,2024-10-28,20,20,1,1,西日本
SHP-012701,W-18,FG-0069,2024-02-02,20,20,1,1,北日本
SHP-012702,W-17,FG-0040,2025-05-20,10,10,1,1,海外
SHP-012703,W-07,FG-0076,2026-04-10,50,50,1,1,東日本
SHP-012704,W-11,FG-0066,2024-09-15,50,50,1,1,北日本
SHP-012705,W-23,FG-0054,2024-02-17,100,100,0,1,海外
SHP-012706,W-23,FG-0001,2024-07-09,50,30,1,0,東日本
SHP-012707,W-14,FG-0008,2025-10-10,20,20,1,1,西日本
SHP-012708,W-06,FG-0074,2026-02-05,100,100,1,1,海外
SHP-012709,W-06,FG-0067,2025-06-12,20,20,1,1,西日本
SHP-012710,W-23,FG-0075,2026-02-20,50,39,1,0,北日本
SHP-012711,W-20,FG-0034,2024-04-21,50,50,1,1,海外
SHP-012712,W-14,FG-0035,2025-07-13,100,62,1,0,北日本
SHP-012713,W-04,FG-0024,2024-02-02,20,20,1,1,西日本
SHP-012714,W-21,FG-0042,2024-05-31,10,10,1,1,東日本
SHP-012715,W-11,FG-0031,2025-03-05,100,100,1,1,西日本
SHP-012716,W-07,FG-0055,2025-07-08,100,100,1,1,西日本
SHP-012717,W-17,FG-0039,2024-05-13,100,100,1,1,海外
SHP-012718,W-11,FG-0014,2025-06-01,100,100,1,1,東日本
SHP-012719,W-02,FG-0078,2026-04-10,10,10,1,1,北日本
SHP-012720,W-07,FG-0019,2025-08-21,50,50,1,1,北日本
SHP-012721,W-15,FG-0002,2024-01-21,100,100,1,1,海外
SHP-012722,W-11,FG-0040,2024-09-26,100,100,0,1,海外
SHP-012723,W-24,FG-0022,2024-07-26,50,50,1,1,北日本
SHP-012724,W-08,FG-0032,2025-12-21,100,100,1,1,北日本
SHP-012725,W-24,FG-0078,2025-05-25,10,10,1,1,西日本
SHP-012726,W-20,FG-0023,2025-02-10,10,10,1,1,海外
SHP-012727,W-04,FG-0078,2025-02-17,100,100,1,1,東日本
SHP-012728,W-05,FG-0049,2024-02-29,100,100,1,1,東日本
SHP-012729,W-05,FG-0004,2025-12-01,50,50,1,1,海外
SHP-012730,W-24,FG-0069,2026-02-08,10,10,1,1,海外
SHP-012731,W-11,FG-0050,2024-03-24,20,20,1,1,西日本
SHP-012732,W-13,FG-0053,2025-04-01,20,20,1,1,東日本
SHP-012733,W-18,FG-0003,2024-08-01,50,50,0,1,西日本
SHP-012734,W-13,FG-0027,2024-07-05,10,10,0,1,海外
SHP-012735,W-08,FG-0005,2025-01-06,50,50,0,1,西日本
SHP-012736,W-21,FG-0004,2024-11-27,100,100,0,1,北日本
SHP-012737,W-17,FG-0068,2024-04-12,10,10,1,1,海外
SHP-012738,W-17,FG-0019,2024-09-23,50,50,1,1,海外
SHP-012739,W-17,FG-0039,2025-08-17,20,20,0,1,海外
SHP-012740,W-18,FG-0015,2025-06-09,20,20,1,1,海外
SHP-012741,W-15,FG-0024,2026-02-22,50,50,1,1,西日本
SHP-012742,W-15,FG-0066,2025-11-30,10,10,1,1,西日本
SHP-012743,W-17,FG-0056,2025-07-13,10,10,1,1,北日本
SHP-012744,W-01,FG-0055,2025-06-21,20,20,1,1,海外
SHP-012745,W-08,FG-0031,2026-04-03,50,50,1,1,西日本
SHP-012746,W-22,FG-0061,2024-11-25,50,50,1,1,海外
SHP-012747,W-22,FG-0075,2026-03-07,100,100,1,1,東日本
SHP-012748,W-17,FG-0055,2024-03-18,50,50,1,1,海外
SHP-012749,W-16,FG-0053,2024-07-11,10,10,1,1,海外
SHP-012750,W-12,FG-0003,2025-11-13,10,10,1,1,北日本
SHP-012751,W-14,FG-0022,2025-05-14,100,70,1,0,海外
SHP-012752,W-20,FG-0080,2025-06-08,100,100,1,1,東日本
SHP-012753,W-09,FG-0050,2024-09-26,100,100,0,1,海外
SHP-012754,W-12,FG-0029,2025-11-24,100,100,1,1,東日本
SHP-012755,W-20,FG-0076,2024-04-29,100,100,1,1,海外
SHP-012756,W-05,FG-0020,2026-04-23,100,100,1,1,海外
SHP-012757,W-11,FG-0015,2024-05-04,20,18,1,0,東日本
SHP-012758,W-10,FG-0009,2026-01-31,10,10,1,1,西日本
SHP-012759,W-14,FG-0016,2024-08-04,10,7,1,0,西日本
SHP-012760,W-10,FG-0058,2025-05-19,50,50,1,1,海外
SHP-012761,W-06,FG-0069,2025-09-22,100,100,0,1,東日本
SHP-012762,W-10,FG-0064,2024-12-27,20,20,0,1,西日本
SHP-012763,W-12,FG-0018,2024-04-24,100,100,1,1,西日本
SHP-012764,W-02,FG-0016,2026-02-11,50,50,0,1,北日本
SHP-012765,W-16,FG-0027,2025-12-24,20,20,1,1,北日本
SHP-012766,W-16,FG-0045,2025-10-20,50,50,1,1,海外
SHP-012767,W-03,FG-0023,2024-02-10,10,10,1,1,東日本
SHP-012768,W-10,FG-0012,2024-06-19,20,20,1,1,北日本
SHP-012769,W-04,FG-0071,2024-04-29,10,10,0,1,北日本
SHP-012770,W-12,FG-0059,2024-03-01,50,50,1,1,西日本
SHP-012771,W-08,FG-0066,2026-01-04,20,20,1,1,海外
SHP-012772,W-16,FG-0025,2025-04-25,100,100,1,1,西日本
SHP-012773,W-22,FG-0076,2024-04-13,10,10,0,1,西日本
SHP-012774,W-22,FG-0040,2025-03-14,20,20,1,1,西日本
SHP-012775,W-21,FG-0023,2024-12-12,10,10,1,1,北日本
SHP-012776,W-01,FG-0048,2025-06-25,50,50,1,1,海外
SHP-012777,W-24,FG-0031,2024-01-28,100,100,1,1,海外
SHP-012778,W-01,FG-0005,2025-03-07,100,100,1,1,東日本
SHP-012779,W-01,FG-0051,2024-11-06,50,50,1,1,西日本
SHP-012780,W-22,FG-0059,2026-02-21,100,100,1,1,東日本
SHP-012781,W-24,FG-0069,2024-12-28,50,50,1,1,北日本
SHP-012782,W-23,FG-0054,2025-10-25,50,50,1,1,西日本
SHP-012783,W-20,FG-0051,2025-02-06,50,50,1,1,西日本
SHP-012784,W-21,FG-0038,2024-08-14,50,50,1,1,北日本
SHP-012785,W-11,FG-0049,2024-02-28,10,10,1,1,東日本
SHP-012786,W-13,FG-0043,2024-10-10,100,100,1,1,北日本
SHP-012787,W-13,FG-0064,2025-07-31,20,20,1,1,東日本
SHP-012788,W-01,FG-0035,2024-11-28,10,10,1,1,西日本
SHP-012789,W-24,FG-0053,2024-08-07,100,100,1,1,西日本
SHP-012790,W-04,FG-0042,2025-03-25,10,10,1,1,北日本
SHP-012791,W-11,FG-0008,2025-10-17,10,10,1,1,西日本
SHP-012792,W-10,FG-0005,2025-12-10,20,20,1,1,東日本
SHP-012793,W-10,FG-0074,2026-04-18,20,20,1,1,海外
SHP-012794,W-16,FG-0053,2025-03-10,20,20,1,1,北日本
SHP-012795,W-23,FG-0036,2025-03-27,10,10,0,1,東日本
SHP-012796,W-09,FG-0048,2025-01-23,100,77,1,0,西日本
SHP-012797,W-04,FG-0069,2025-01-06,10,10,1,1,北日本
SHP-012798,W-16,FG-0051,2024-07-11,20,20,1,1,東日本
SHP-012799,W-23,FG-0079,2025-05-20,100,100,0,1,北日本
SHP-012800,W-18,FG-0031,2026-01-05,10,10,1,1,北日本
SHP-012801,W-22,FG-0072,2025-09-22,50,50,1,1,東日本
SHP-012802,W-02,FG-0062,2025-05-07,10,10,0,1,北日本
SHP-012803,W-02,FG-0011,2025-08-30,50,50,1,1,海外
SHP-012804,W-15,FG-0021,2024-11-01,100,65,1,0,西日本
SHP-012805,W-09,FG-0034,2026-01-08,10,8,0,0,海外
SHP-012806,W-05,FG-0038,2025-01-04,20,20,1,1,東日本
SHP-012807,W-08,FG-0063,2026-04-12,20,20,1,1,海外
SHP-012808,W-14,FG-0063,2024-06-02,100,62,0,0,海外
SHP-012809,W-21,FG-0060,2025-03-16,50,50,1,1,東日本
SHP-012810,W-22,FG-0043,2025-07-27,50,50,1,1,西日本
SHP-012811,W-18,FG-0049,2026-04-13,10,10,0,1,東日本
SHP-012812,W-23,FG-0078,2024-10-02,20,20,1,1,東日本
SHP-012813,W-16,FG-0041,2024-11-17,20,20,1,1,海外
SHP-012814,W-14,FG-0067,2026-01-09,50,50,0,1,西日本
SHP-012815,W-12,FG-0022,2024-06-23,10,10,1,1,海外
SHP-012816,W-03,FG-0052,2024-10-09,50,50,1,1,西日本
SHP-012817,W-15,FG-0012,2026-01-21,100,100,1,1,海外
SHP-012818,W-23,FG-0014,2024-01-14,100,100,1,1,海外
SHP-012819,W-03,FG-0016,2024-11-25,10,10,1,1,海外
SHP-012820,W-17,FG-0074,2025-05-18,100,100,1,1,海外
SHP-012821,W-17,FG-0074,2024-07-16,100,100,1,1,北日本
SHP-012822,W-03,FG-0004,2025-06-21,10,10,1,1,西日本
SHP-012823,W-11,FG-0024,2025-11-30,100,100,1,1,西日本
SHP-012824,W-08,FG-0055,2026-03-09,10,10,1,1,西日本
SHP-012825,W-23,FG-0029,2024-09-30,100,100,1,1,海外
SHP-012826,W-11,FG-0059,2024-05-13,20,20,1,1,北日本
SHP-012827,W-10,FG-0019,2025-02-25,50,50,1,1,西日本
SHP-012828,W-06,FG-0033,2024-12-28,100,82,1,0,西日本
SHP-012829,W-17,FG-0025,2024-02-26,100,100,1,1,北日本
SHP-012830,W-11,FG-0024,2025-03-25,50,50,1,1,海外
SHP-012831,W-10,FG-0014,2024-04-30,50,50,1,1,北日本
SHP-012832,W-04,FG-0073,2024-10-05,100,100,0,1,北日本
SHP-012833,W-01,FG-0065,2025-01-25,10,10,1,1,海外
SHP-012834,W-13,FG-0033,2024-06-08,10,10,1,1,東日本
SHP-012835,W-11,FG-0014,2025-12-23,10,10,1,1,北日本
SHP-012836,W-09,FG-0006,2025-07-03,20,20,0,1,西日本
SHP-012837,W-16,FG-0006,2025-02-12,20,20,1,1,北日本
SHP-012838,W-11,FG-0043,2025-09-06,20,20,0,1,西日本
SHP-012839,W-11,FG-0032,2024-03-20,10,10,1,1,北日本
SHP-012840,W-18,FG-0014,2025-09-03,50,50,0,1,北日本
SHP-012841,W-19,FG-0017,2026-02-27,50,50,1,1,海外
SHP-012842,W-24,FG-0037,2025-08-08,100,100,1,1,海外
SHP-012843,W-12,FG-0015,2025-07-25,20,20,1,1,東日本
SHP-012844,W-17,FG-0048,2024-08-19,50,47,1,0,東日本
SHP-012845,W-08,FG-0070,2025-04-25,10,10,1,1,海外
SHP-012846,W-03,FG-0046,2024-04-03,100,100,1,1,北日本
SHP-012847,W-13,FG-0077,2024-11-12,100,100,1,1,海外
SHP-012848,W-16,FG-0018,2024-05-07,100,100,1,1,海外
SHP-012849,W-17,FG-0051,2024-06-20,20,13,1,0,東日本
SHP-012850,W-21,FG-0047,2026-01-02,20,20,1,1,海外
SHP-012851,W-11,FG-0035,2026-01-22,20,20,1,1,東日本
SHP-012852,W-20,FG-0043,2026-01-16,10,10,1,1,西日本
SHP-012853,W-10,FG-0060,2024-01-30,20,20,1,1,西日本
SHP-012854,W-19,FG-0076,2024-04-16,100,100,1,1,北日本
SHP-012855,W-06,FG-0003,2026-01-25,10,10,0,1,西日本
SHP-012856,W-08,FG-0025,2025-07-25,20,20,1,1,東日本
SHP-012857,W-22,FG-0066,2025-06-08,50,50,1,1,東日本
SHP-012858,W-09,FG-0006,2025-09-15,50,50,1,1,北日本
SHP-012859,W-09,FG-0038,2024-03-02,50,50,1,1,北日本
SHP-012860,W-01,FG-0008,2025-09-01,10,8,1,0,海外
SHP-012861,W-21,FG-0075,2026-02-06,100,100,0,1,東日本
SHP-012862,W-10,FG-0067,2025-12-21,50,50,1,1,西日本
SHP-012863,W-12,FG-0033,2025-09-16,50,50,1,1,北日本
SHP-012864,W-19,FG-0072,2025-07-07,50,50,1,1,海外
SHP-012865,W-16,FG-0067,2024-09-20,20,20,1,1,東日本
SHP-012866,W-17,FG-0050,2025-11-05,20,20,1,1,西日本
SHP-012867,W-06,FG-0034,2024-07-16,10,10,1,1,東日本
SHP-012868,W-05,FG-0059,2025-07-29,10,10,1,1,西日本
SHP-012869,W-19,FG-0064,2024-02-14,50,31,1,0,東日本
SHP-012870,W-09,FG-0077,2024-03-19,10,10,1,1,海外
SHP-012871,W-18,FG-0071,2025-12-08,10,10,1,1,東日本
SHP-012872,W-12,FG-0051,2024-08-11,100,79,1,0,東日本
SHP-012873,W-05,FG-0036,2025-03-18,20,20,1,1,東日本
SHP-012874,W-15,FG-0057,2024-06-09,50,50,1,1,西日本
SHP-012875,W-20,FG-0016,2024-12-09,50,50,1,1,海外
SHP-012876,W-24,FG-0079,2024-03-03,100,100,1,1,北日本
SHP-012877,W-14,FG-0021,2025-08-06,10,10,1,1,海外
SHP-012878,W-20,FG-0059,2025-03-08,20,20,1,1,東日本
SHP-012879,W-05,FG-0004,2024-02-28,20,20,1,1,北日本
SHP-012880,W-09,FG-0060,2025-03-13,100,100,1,1,西日本
SHP-012881,W-06,FG-0024,2025-01-19,20,20,1,1,西日本
SHP-012882,W-10,FG-0079,2026-01-15,20,20,0,1,東日本
SHP-012883,W-06,FG-0037,2024-01-18,50,50,1,1,東日本
SHP-012884,W-09,FG-0010,2025-06-06,100,100,1,1,東日本
SHP-012885,W-09,FG-0021,2024-02-29,50,50,0,1,海外
SHP-012886,W-01,FG-0079,2024-03-05,100,100,1,1,海外
SHP-012887,W-08,FG-0034,2024-02-16,10,10,0,1,海外
SHP-012888,W-11,FG-0048,2025-03-04,20,20,1,1,海外
SHP-012889,W-12,FG-0019,2025-04-01,50,50,1,1,北日本
SHP-012890,W-11,FG-0035,2024-08-28,100,100,1,1,西日本
SHP-012891,W-03,FG-0029,2025-04-13,100,100,1,1,北日本
SHP-012892,W-21,FG-0079,2025-06-28,20,20,1,1,北日本
SHP-012893,W-03,FG-0076,2024-07-10,100,100,1,1,西日本
SHP-012894,W-02,FG-0005,2026-03-07,100,100,1,1,東日本
SHP-012895,W-16,FG-0009,2024-09-15,100,100,1,1,海外
SHP-012896,W-12,FG-0041,2024-03-15,50,50,0,1,北日本
SHP-012897,W-03,FG-0064,2026-02-20,20,20,1,1,東日本
SHP-012898,W-24,FG-0028,2024-02-22,100,100,1,1,東日本
SHP-012899,W-18,FG-0023,2026-03-30,50,50,1,1,西日本
SHP-012900,W-05,FG-0064,2024-09-01,100,61,1,0,東日本
SHP-012901,W-08,FG-0070,2025-08-21,50,50,1,1,東日本
SHP-012902,W-22,FG-0070,2024-09-09,10,10,1,1,西日本
SHP-012903,W-10,FG-0078,2024-04-15,10,10,1,1,東日本
SHP-012904,W-22,FG-0040,2025-09-30,50,50,1,1,海外
SHP-012905,W-06,FG-0050,2024-07-14,20,20,0,1,東日本
SHP-012906,W-04,FG-0072,2026-04-12,20,20,1,1,北日本
SHP-012907,W-16,FG-0080,2026-03-30,20,20,1,1,海外
SHP-012908,W-22,FG-0022,2025-12-11,10,10,1,1,東日本
SHP-012909,W-17,FG-0021,2024-11-08,10,9,1,0,西日本
SHP-012910,W-10,FG-0013,2025-07-06,50,50,1,1,東日本
SHP-012911,W-21,FG-0071,2025-12-06,20,14,1,0,北日本
SHP-012912,W-22,FG-0055,2025-11-22,50,50,1,1,西日本
SHP-012913,W-14,FG-0073,2024-01-02,10,10,1,1,北日本
SHP-012914,W-02,FG-0005,2024-03-16,10,10,1,1,西日本
SHP-012915,W-08,FG-0078,2025-06-13,50,50,1,1,西日本
SHP-012916,W-22,FG-0050,2025-06-19,50,50,0,1,東日本
SHP-012917,W-05,FG-0011,2024-04-18,20,20,1,1,東日本
SHP-012918,W-09,FG-0037,2025-05-14,20,15,1,0,西日本
SHP-012919,W-12,FG-0022,2024-04-27,10,10,1,1,北日本
SHP-012920,W-22,FG-0072,2026-04-01,50,50,1,1,北日本
SHP-012921,W-24,FG-0040,2026-03-16,10,10,1,1,北日本
SHP-012922,W-07,FG-0010,2025-11-09,100,100,1,1,北日本
SHP-012923,W-16,FG-0055,2025-06-23,50,50,1,1,北日本
SHP-012924,W-17,FG-0013,2025-07-09,50,50,0,1,西日本
SHP-012925,W-13,FG-0045,2025-02-21,50,50,1,1,海外
SHP-012926,W-14,FG-0021,2025-07-05,50,50,1,1,海外
SHP-012927,W-02,FG-0007,2024-11-22,20,14,1,0,東日本
SHP-012928,W-07,FG-0074,2025-11-24,100,100,1,1,北日本
SHP-012929,W-18,FG-0019,2025-07-27,100,100,1,1,海外
SHP-012930,W-18,FG-0042,2026-02-21,100,80,1,0,西日本
SHP-012931,W-21,FG-0053,2025-08-01,50,50,1,1,東日本
SHP-012932,W-04,FG-0015,2024-06-27,10,10,1,1,東日本
SHP-012933,W-03,FG-0015,2025-01-10,10,10,1,1,西日本
SHP-012934,W-13,FG-0054,2024-07-15,10,10,1,1,西日本
SHP-012935,W-01,FG-0002,2025-05-20,50,50,1,1,海外
SHP-012936,W-10,FG-0075,2026-01-30,10,10,1,1,東日本
SHP-012937,W-07,FG-0042,2024-11-22,50,50,1,1,東日本
SHP-012938,W-19,FG-0074,2024-06-08,10,10,1,1,海外
SHP-012939,W-10,FG-0010,2025-07-10,20,20,0,1,北日本
SHP-012940,W-16,FG-0066,2025-11-20,20,20,0,1,西日本
SHP-012941,W-18,FG-0021,2024-07-14,50,50,1,1,北日本
SHP-012942,W-12,FG-0042,2026-04-17,10,10,1,1,北日本
SHP-012943,W-23,FG-0021,2025-03-01,10,10,1,1,北日本
SHP-012944,W-05,FG-0031,2025-02-25,50,50,1,1,西日本
SHP-012945,W-11,FG-0036,2024-04-02,100,100,1,1,西日本
SHP-012946,W-16,FG-0021,2025-09-13,10,10,1,1,北日本
SHP-012947,W-13,FG-0068,2024-07-30,10,10,1,1,東日本
SHP-012948,W-04,FG-0066,2024-08-28,100,100,1,1,西日本
SHP-012949,W-24,FG-0057,2025-10-22,100,100,1,1,東日本
SHP-012950,W-24,FG-0022,2024-07-10,20,20,1,1,海外
SHP-012951,W-14,FG-0042,2025-05-25,10,10,0,1,海外
SHP-012952,W-11,FG-0075,2024-08-01,20,20,1,1,海外
SHP-012953,W-05,FG-0056,2026-01-26,10,10,1,1,東日本
SHP-012954,W-21,FG-0019,2024-11-08,100,100,1,1,海外
SHP-012955,W-03,FG-0075,2025-06-30,100,100,1,1,東日本
SHP-012956,W-20,FG-0078,2025-12-18,100,100,0,1,東日本
SHP-012957,W-13,FG-0009,2026-03-06,100,93,1,0,西日本
SHP-012958,W-02,FG-0011,2025-03-31,10,10,1,1,海外
SHP-012959,W-09,FG-0049,2024-12-02,20,20,1,1,北日本
SHP-012960,W-21,FG-0036,2025-08-17,10,10,1,1,北日本
SHP-012961,W-13,FG-0037,2025-08-13,20,20,1,1,北日本
SHP-012962,W-13,FG-0033,2025-01-20,100,100,1,1,西日本
SHP-012963,W-20,FG-0038,2024-06-05,10,10,1,1,東日本
SHP-012964,W-19,FG-0046,2025-10-01,10,10,1,1,東日本
SHP-012965,W-11,FG-0078,2024-09-02,10,10,1,1,北日本
SHP-012966,W-17,FG-0030,2024-03-15,100,100,1,1,海外
SHP-012967,W-12,FG-0021,2025-01-06,20,20,0,1,東日本
SHP-012968,W-24,FG-0024,2024-05-09,10,10,1,1,東日本
SHP-012969,W-05,FG-0021,2025-03-23,10,10,1,1,西日本
SHP-012970,W-08,FG-0078,2025-10-29,100,100,1,1,北日本
SHP-012971,W-14,FG-0026,2024-09-10,100,100,1,1,北日本
SHP-012972,W-11,FG-0037,2025-03-27,100,100,1,1,東日本
SHP-012973,W-04,FG-0029,2024-09-04,100,100,1,1,北日本
SHP-012974,W-16,FG-0002,2024-03-12,50,50,0,1,東日本
SHP-012975,W-04,FG-0018,2024-10-25,20,20,0,1,海外
SHP-012976,W-22,FG-0011,2026-02-06,100,100,0,1,西日本
SHP-012977,W-20,FG-0072,2024-01-19,20,20,1,1,西日本
SHP-012978,W-18,FG-0038,2024-07-25,100,62,1,0,西日本
SHP-012979,W-02,FG-0010,2024-10-05,50,50,1,1,西日本
SHP-012980,W-05,FG-0001,2024-11-19,50,50,1,1,北日本
SHP-012981,W-23,FG-0033,2025-01-17,10,10,1,1,東日本
SHP-012982,W-10,FG-0059,2025-04-29,50,50,1,1,西日本
SHP-012983,W-15,FG-0055,2026-01-27,100,100,1,1,北日本
SHP-012984,W-13,FG-0059,2026-02-07,20,20,1,1,北日本
SHP-012985,W-09,FG-0004,2025-10-17,20,20,0,1,北日本
SHP-012986,W-22,FG-0044,2025-11-08,100,100,1,1,西日本
SHP-012987,W-05,FG-0025,2024-10-20,100,100,0,1,北日本
SHP-012988,W-07,FG-0003,2024-02-15,50,50,1,1,西日本
SHP-012989,W-18,FG-0035,2025-06-13,50,50,1,1,東日本
SHP-012990,W-12,FG-0045,2024-07-23,50,50,1,1,北日本
SHP-012991,W-11,FG-0064,2026-02-19,50,50,1,1,西日本
SHP-012992,W-21,FG-0023,2025-07-26,20,20,1,1,北日本
SHP-012993,W-05,FG-0021,2025-05-24,10,10,1,1,東日本
