col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i
20241231,W-14,M-0178,629,733,543,556,0,0
20241231,W-14,M-0125,2962,2595,172,726,0,0
20241231,W-14,M-0185,1806,2054,141,629,0,0
20241231,W-14,M-0192,2035,1968,464,141,0,0
20241231,W-14,M-0138,935,787,911,839,0,0
20241231,W-14,M-0122,2370,2283,817,545,0,0
20241231,W-14,M-0002,119,0,296,764,1,1
20241231,W-14,M-0078,2230,2199,216,470,0,0
20241231,W-14,M-0145,2312,2377,521,320,0,0
20241231,W-14,M-0062,367,569,168,475,0,0
20241231,W-14,M-0007,916,1183,86,919,0,0
20241231,W-14,M-0181,53,0,166,940,1,1
20241231,W-14,M-0034,1857,1765,645,276,0,0
20241231,W-14,M-0053,51,422,851,603,0,0
20241231,W-14,M-0096,1103,933,711,816,0,0
20241231,W-14,M-0119,86,0,975,205,1,1
20241231,W-14,M-0076,35,403,165,82,0,1
20241231,W-14,M-0116,103,60,326,228,0,0
20241231,W-14,M-0128,2720,2540,771,525,0,0
20241231,W-14,M-0073,187,668,953,584,0,0
20241231,W-14,M-0177,627,450,632,218,0,0
20241231,W-14,M-0120,333,189,602,766,0,1
20241231,W-14,M-0114,1636,1231,387,686,0,0
20241231,W-14,M-0152,1174,935,254,275,0,0
20241231,W-14,M-0024,1425,1840,689,390,0,0
20241231,W-14,M-0082,2990,3223,247,28,0,0
20241231,W-14,M-0133,2286,2424,701,577,0,0
20241231,W-14,M-0014,268,218,684,320,0,0
20241231,W-14,M-0194,2520,2859,264,73,0,0
20241231,W-14,M-0084,2885,3057,489,798,0,0
20241231,W-14,M-0199,1459,1155,590,487,0,0
20241231,W-14,M-0132,2602,2435,355,652,0,0
20241231,W-14,M-0129,1116,1361,715,220,0,0
20241231,W-14,M-0102,599,891,720,726,0,0
20241231,W-14,M-0176,2364,2186,298,446,0,0
20241231,W-14,M-0131,285,0,932,219,1,1
20241231,W-14,M-0166,2384,2229,490,635,0,0
20241231,W-14,M-0161,73,66,459,631,0,0
20241231,W-14,M-0017,421,135,780,895,0,1
20241231,W-14,M-0103,2716,3138,412,435,0,0
20241231,W-14,M-0184,2896,3255,505,871,0,0
20241231,W-14,M-0058,2125,2591,65,454,0,0
20241231,W-14,M-0121,967,1153,362,538,0,0
20241231,W-14,M-0008,1155,1291,717,525,0,0
20241231,W-14,M-0164,549,702,154,98,0,0
20241231,W-14,M-0003,607,723,651,395,0,0
20241231,W-14,M-0064,1977,2343,680,300,0,0
20241231,W-14,M-0023,1560,1380,10,819,0,0
20241231,W-14,M-0109,2955,2786,644,38,0,0
20241231,W-14,M-0144,131,0,556,795,1,1
20241231,W-14,M-0112,1860,1507,55,481,0,0
20241231,W-14,M-0025,1018,699,596,361,0,0
20241231,W-14,M-0168,297,199,656,647,0,1
20241231,W-14,M-0010,1951,2079,888,955,0,0
20241231,W-14,M-0135,1253,1483,830,262,0,0
20241231,W-14,M-0067,2653,2571,124,97,0,0
20241231,W-14,M-0081,720,1029,119,834,0,0
20241231,W-14,M-0018,1747,2081,518,976,0,0
20241231,W-14,M-0179,780,1119,76,587,0,0
20241231,W-14,M-0088,278,382,795,668,0,1
20241231,W-14,M-0049,2773,2279,461,736,0,0
20241231,W-14,M-0180,82,0,730,467,1,1
20241231,W-14,M-0045,2233,2539,571,420,0,0
20241231,W-14,M-0001,2280,2316,370,27,0,0
20241231,W-14,M-0056,892,804,950,626,0,0
20241231,W-14,M-0115,2383,2167,41,188,0,0
20241231,W-14,M-0110,607,524,401,319,0,0
20241231,W-14,M-0146,1543,1087,514,828,0,0
20241231,W-15,M-0160,903,711,626,253,0,1
20241231,W-15,M-0142,402,802,669,960,0,0
20241231,W-15,M-0123,2527,2181,164,984,0,0
20241231,W-15,M-0115,110,242,504,997,0,1
20241231,W-15,M-0092,570,459,499,840,0,0
20241231,W-15,M-0064,1828,2308,669,12,0,0
20241231,W-15,M-0039,13,0,420,55,1,1
20241231,W-15,M-0002,759,1132,293,233,0,0
20241231,W-15,M-0185,509,182,444,703,0,0
20241231,W-15,M-0047,1900,2320,788,24,0,0
20241231,W-15,M-0114,1327,1079,891,61,0,0
20241231,W-15,M-0191,1927,2208,77,89,0,0
20241231,W-15,M-0053,821,966,921,851,0,0
20241231,W-15,M-0146,1847,1971,664,651,0,0
20241231,W-15,M-0180,359,348,715,23,0,0
20241231,W-15,M-0129,1246,1476,535,278,0,0
20241231,W-15,M-0013,2148,1831,241,909,0,0
20241231,W-15,M-0038,2475,2916,202,704,0,0
20241231,W-15,M-0059,1574,1105,779,477,0,0
20241231,W-15,M-0128,1076,1097,93,7,0,0
20241231,W-15,M-0126,1378,1126,415,897,0,0
20241231,W-15,M-0049,2331,1857,754,231,0,0
20241231,W-15,M-0161,982,795,207,199,0,0
20241231,W-15,M-0026,1811,2037,514,936,0,0
20241231,W-15,M-0120,2204,2557,861,1000,0,0
20241231,W-15,M-0070,1301,1082,758,217,0,0
20241231,W-15,M-0133,1034,725,332,901,0,0
20241231,W-15,M-0045,2323,2218,568,312,0,0
20241231,W-15,M-0086,670,529,623,639,0,0
20241231,W-15,M-0149,449,299,575,568,0,0
20241231,W-15,M-0143,1908,1900,642,491,0,0
20241231,W-15,M-0198,204,108,923,66,0,0
20241231,W-15,M-0060,2005,2030,0,675,0,0
20241231,W-15,M-0173,1891,2245,77,407,0,0
20241231,W-15,M-0112,2391,2496,23,456,0,0
20241231,W-15,M-0066,2829,2542,566,961,0,0
20241231,W-15,M-0116,485,969,16,358,0,0
20241231,W-15,M-0035,1084,1461,189,282,0,0
20241231,W-15,M-0024,2498,2676,893,958,0,0
20241231,W-15,M-0183,1962,2457,564,484,0,0
20241231,W-15,M-0021,658,220,11,107,0,0
20241231,W-15,M-0109,38,0,691,202,1,1
20241231,W-15,M-0190,709,1003,585,299,0,0
20241231,W-15,M-0168,583,1080,263,921,0,0
20241231,W-15,M-0154,2812,2625,886,871,0,0
20241231,W-15,M-0176,303,18,970,576,0,1
20241231,W-15,M-0089,885,802,335,466,0,0
20241231,W-15,M-0088,2861,2975,597,785,0,0
20241231,W-15,M-0085,1993,1976,602,725,0,0
20241231,W-15,M-0100,2947,2468,454,778,0,0
20241231,W-15,M-0196,1710,1909,371,531,0,0
20241231,W-15,M-0012,1024,1248,129,152,0,0
20241231,W-15,M-0083,1083,1194,110,447,0,0
20241231,W-15,M-0084,1376,895,212,689,0,0
20241231,W-15,M-0022,889,829,268,686,0,0
20241231,W-15,M-0200,660,924,381,456,0,0
20241231,W-15,M-0091,259,0,837,929,1,1
20241231,W-15,M-0006,2514,2263,461,653,0,0
20241231,W-15,M-0158,1823,1775,245,143,0,0
20241231,W-15,M-0081,933,709,264,395,0,0
20241231,W-15,M-0140,1340,1612,631,549,0,0
20241231,W-15,M-0074,1938,1783,14,678,0,0
20241231,W-15,M-0016,1513,1057,754,983,0,0
20241231,W-15,M-0044,1566,1271,967,958,0,0
20241231,W-15,M-0031,239,142,289,55,0,1
20241231,W-15,M-0174,24,0,837,956,1,1
20241231,W-15,M-0132,1316,1648,201,634,0,0
20241231,W-15,M-0079,2351,2383,241,971,0,0
20241231,W-15,M-0048,1116,1276,674,628,0,0
20241231,W-15,M-0106,127,216,811,32,0,0
20241231,W-15,M-0195,708,1080,634,271,0,0
20241231,W-15,M-0189,1523,1354,7,414,0,0
20241231,W-15,M-0005,883,1018,177,559,0,0
20241231,W-15,M-0156,2945,2472,333,147,0,0
20241231,W-15,M-0093,2402,2259,629,429,0,0
20241231,W-15,M-0118,870,592,189,967,0,0
20241231,W-15,M-0108,2218,2668,512,978,0,0
20241231,W-15,M-0124,2300,2596,143,158,0,0
20241231,W-15,M-0011,277,0,672,672,1,1
20241231,W-15,M-0010,285,0,791,84,1,1
20241231,W-15,M-0119,947,584,370,889,0,0
20241231,W-15,M-0172,1867,1437,600,763,0,0
20241231,W-15,M-0033,1914,1676,86,61,0,0
20241231,W-15,M-0130,1597,1828,601,473,0,0
20241231,W-15,M-0101,2298,2335,142,529,0,0
20241231,W-15,M-0111,538,194,120,663,0,0
20241231,W-15,M-0019,956,1129,390,177,0,0
20241231,W-15,M-0170,682,278,827,736,0,0
20241231,W-15,M-0014,687,600,716,495,0,0
20241231,W-15,M-0159,2066,1765,797,55,0,0
20241231,W-15,M-0181,2651,3052,64,644,0,0
20241231,W-15,M-0087,1,104,914,69,0,0
20241231,W-15,M-0095,2596,2887,803,728,0,0
20241231,W-15,M-0065,225,75,518,785,0,1
20241231,W-15,M-0155,1282,1435,987,644,0,0
20241231,W-15,M-0153,633,181,448,882,0,0
20241231,W-15,M-0055,331,136,676,701,0,1
20241231,W-15,M-0151,779,512,493,898,0,0
20241231,W-15,M-0104,658,378,695,591,0,0
20241231,W-15,M-0003,2287,2502,648,957,0,0
20241231,W-15,M-0004,868,1367,58,634,0,0
20241231,W-15,M-0046,1904,1858,204,768,0,0
20241231,W-15,M-0009,629,558,547,498,0,0
20241231,W-15,M-0105,2974,2989,280,954,0,0
20241231,W-15,M-0068,2596,2421,310,330,0,0
20241231,W-15,M-0050,165,336,188,938,0,0
20241231,W-15,M-0043,2785,2717,234,624,0,0
20241231,W-15,M-0141,2153,2336,265,618,0,0
20241231,W-15,M-0034,1602,1559,597,614,0,0
20241231,W-15,M-0027,2766,2300,874,876,0,0
20241231,W-15,M-0179,2124,2119,983,774,0,0
20241231,W-15,M-0025,22,113,856,160,0,0
20241231,W-15,M-0063,1601,1779,551,70,0,0
20241231,W-15,M-0199,1837,2143,652,90,0,0
20241231,W-15,M-0096,2215,1981,237,753,0,0
20241231,W-15,M-0169,786,844,359,647,0,0
20241231,W-15,M-0029,2847,2718,807,217,0,0
20241231,W-15,M-0117,1937,1688,299,428,0,0
20241231,W-15,M-0052,2246,2636,120,85,0,0
20241231,W-15,M-0122,1219,1187,178,827,0,0
20241231,W-15,M-0165,2247,2737,473,261,0,0
20241231,W-15,M-0144,2426,2802,779,372,0,0
20241231,W-15,M-0171,717,332,714,330,0,1
20241231,W-15,M-0090,609,357,344,345,0,0
20241231,W-15,M-0127,1324,1161,542,99,0,0
20241231,W-15,M-0054,1832,1596,219,618,0,0
20241231,W-15,M-0017,2767,2458,863,790,0,0
20241231,W-15,M-0037,798,1100,992,477,0,0
20241231,W-15,M-0058,390,421,933,978,0,0
20241231,W-15,M-0098,2870,3240,694,529,0,0
20241231,W-15,M-0178,1546,1620,498,795,0,0
20241231,W-15,M-0182,2131,1932,142,841,0,0
20241231,W-15,M-0166,2591,2253,718,408,0,0
20241231,W-15,M-0076,2150,2435,361,311,0,0
20241231,W-15,M-0152,1056,1152,931,428,0,0
20241231,W-15,M-0131,1846,2214,989,70,0,0
20241231,W-15,M-0023,1207,967,636,884,0,0
20241231,W-15,M-0061,1065,1391,436,937,0,0
20241231,W-15,M-0075,1101,1525,277,234,0,0
20241231,W-15,M-0099,770,545,798,500,0,0
20241231,W-15,M-0150,2719,2409,327,884,0,0
20241231,W-15,M-0071,1154,1152,667,290,0,0
20241231,W-15,M-0080,2141,2544,511,710,0,0
20241231,W-15,M-0192,167,541,608,541,0,0
20241231,W-15,M-0067,921,967,530,812,0,0
20241231,W-15,M-0036,2784,3277,305,198,0,0
20241231,W-15,M-0062,700,669,878,617,0,0
20241231,W-15,M-0148,1300,1050,736,372,0,0
20241231,W-15,M-0042,1648,1347,436,687,0,0
20241231,W-15,M-0193,2403,2862,745,678,0,0
20241231,W-16,M-0188,2687,2428,629,793,0,0
20241231,W-16,M-0152,1444,1227,605,7,0,0
20241231,W-16,M-0047,683,835,878,895,0,0
20241231,W-16,M-0145,915,688,927,576,0,0
20241231,W-16,M-0078,1171,722,608,431,0,1
20241231,W-16,M-0016,651,661,651,736,0,0
20241231,W-16,M-0063,1690,1798,474,147,0,0
20241231,W-16,M-0200,2409,1952,962,735,0,0
20241231,W-16,M-0070,2358,2444,94,26,0,0
20241231,W-16,M-0041,86,82,28,127,0,1
20241231,W-16,M-0158,1110,984,679,938,0,0
20241231,W-16,M-0095,1989,2051,476,262,0,0
20241231,W-16,M-0153,1285,1455,843,914,0,0
20241231,W-16,M-0020,440,0,708,937,1,1
20241231,W-16,M-0124,2127,1889,801,423,0,0
20241231,W-16,M-0024,94,175,478,266,0,1
20241231,W-16,M-0073,119,490,5,287,0,0
20241231,W-16,M-0009,2051,2222,198,807,0,0
20241231,W-16,M-0109,620,518,29,136,0,0
20241231,W-16,M-0159,2488,2049,168,759,0,0
20241231,W-16,M-0162,113,271,48,527,0,1
20241231,W-16,M-0195,2993,2823,312,947,0,0
20241231,W-16,M-0050,1009,1430,191,218,0,0
20241231,W-16,M-0132,2429,2232,5,753,0,0
20241231,W-16,M-0130,511,704,236,232,0,0
20241231,W-16,M-0075,851,515,756,630,0,0
20241231,W-16,M-0118,1380,1183,413,130,0,0
20241231,W-16,M-0031,1147,1414,267,221,0,0
20241231,W-16,M-0072,978,866,530,805,0,1
20241231,W-16,M-0006,1451,1308,799,227,0,0
20241231,W-16,M-0096,368,0,43,241,1,1
20241231,W-16,M-0013,1097,870,403,710,0,0
20241231,W-16,M-0198,737,562,384,243,0,0
20241231,W-16,M-0193,1786,1444,395,255,0,0
20241231,W-16,M-0003,1351,1416,379,1000,0,0
20241231,W-16,M-0088,81,0,384,661,1,1
20241231,W-16,M-0014,1051,1421,683,593,0,0
20241231,W-16,M-0080,1680,1716,68,742,0,0
20241231,W-16,M-0125,2115,2355,200,934,0,0
20241231,W-16,M-0180,547,191,620,45,0,0
20241231,W-16,M-0019,2106,1759,498,654,0,0
20241231,W-16,M-0010,589,274,669,746,0,0
20241231,W-16,M-0101,2201,2426,432,734,0,0
20241231,W-16,M-0175,2542,3040,536,15,0,0
20241231,W-16,M-0053,1006,1040,865,847,0,0
20241231,W-16,M-0089,1850,1878,151,42,0,0
20241231,W-16,M-0129,2666,2524,126,118,0,0
20241231,W-16,M-0104,2887,3020,184,146,0,0
20241231,W-16,M-0035,602,128,211,750,0,0
20241231,W-16,M-0017,338,0,608,64,1,1
20241231,W-16,M-0106,725,541,116,802,0,0
20241231,W-16,M-0021,1332,1068,939,811,0,0
20241231,W-16,M-0025,451,511,697,775,0,0
20241231,W-16,M-0139,1495,1497,763,80,0,0
20241231,W-16,M-0134,639,1000,526,113,0,0
20241231,W-16,M-0179,20,466,406,156,0,0
20241231,W-16,M-0005,1411,1796,869,396,0,0
20241231,W-16,M-0186,2556,3020,850,530,0,0
20241231,W-16,M-0069,941,1324,341,572,0,0
20241231,W-16,M-0102,2748,2787,827,988,0,0
20241231,W-16,M-0086,1987,2484,42,360,0,0
20241231,W-16,M-0076,2379,2442,717,55,0,0
20241231,W-16,M-0185,1495,1681,781,3,0,0
20241231,W-16,M-0149,457,194,750,606,0,0
20241231,W-16,M-0054,2650,2461,174,97,0,0
20241231,W-16,M-0156,347,0,391,51,1,1
20241231,W-16,M-0002,2988,3207,639,81,0,0
20241231,W-16,M-0183,2703,2813,775,965,0,0
20241231,W-16,M-0090,1454,1542,319,541,0,0
20241231,W-16,M-0103,137,0,262,511,1,1
20241231,W-16,M-0087,1693,1309,919,107,0,0
20241231,W-16,M-0049,1559,1887,961,401,0,0
20241231,W-16,M-0128,2536,2198,655,359,0,0
20241231,W-16,M-0094,316,0,840,559,1,1
20241231,W-16,M-0082,2641,2199,373,668,0,0
20241231,W-16,M-0189,737,1146,806,5,0,0
20241231,W-16,M-0065,1442,1257,48,444,0,0
20241231,W-16,M-0066,1395,1596,930,843,0,0
20241231,W-16,M-0194,2791,3228,714,279,0,0
20241231,W-16,M-0171,687,799,947,377,0,0
20241231,W-16,M-0030,1825,1931,223,750,0,0
20241231,W-16,M-0055,1015,1455,136,41,0,0
20241231,W-16,M-0044,972,1462,572,545,0,0
20241231,W-16,M-0117,2710,3118,195,309,0,0
20241231,W-16,M-0097,845,1064,619,480,0,0
20241231,W-16,M-0114,132,59,851,360,0,1
20241231,W-16,M-0111,1930,2101,672,545,0,0
20241231,W-16,M-0059,2191,1780,259,380,0,0
20241231,W-16,M-0061,2805,2888,677,944,0,0
20241231,W-16,M-0140,2768,3142,998,526,0,0
20241231,W-16,M-0092,528,263,160,984,0,0
20241231,W-16,M-0042,1316,1338,572,844,0,0
20241231,W-16,M-0165,2629,2990,137,975,0,0
20241231,W-16,M-0085,1952,2113,710,387,0,0
20241231,W-16,M-0108,1600,1509,462,88,0,0
20241231,W-16,M-0052,266,0,89,67,1,1
20241231,W-16,M-0077,1859,2014,124,418,0,0
20241231,W-16,M-0015,606,319,378,77,0,1
20241231,W-16,M-0122,118,374,868,696,0,0
20241231,W-16,M-0144,2852,2408,501,863,0,0
20241231,W-16,M-0170,1662,1930,663,761,0,0
20241231,W-16,M-0012,1377,1268,911,673,0,0
20241231,W-16,M-0126,2904,2820,214,692,0,0
20241231,W-16,M-0146,2086,2236,712,732,0,0
20241231,W-16,M-0110,627,255,75,277,0,0
20241231,W-16,M-0127,376,205,330,83,0,0
20241231,W-16,M-0067,1703,2061,897,199,0,0
20241231,W-16,M-0007,663,263,186,736,0,0
20241231,W-16,M-0032,2318,2491,362,722,0,0
20241231,W-16,M-0115,341,0,375,863,1,1
20241231,W-16,M-0167,1652,1292,167,356,0,0
20241231,W-16,M-0074,1333,1430,397,955,0,0
20241231,W-16,M-0177,2285,2628,464,729,0,0
20241231,W-16,M-0034,150,167,634,372,0,1
20241231,W-16,M-0060,1439,1466,554,368,0,0
20241231,W-16,M-0100,2527,2782,58,157,0,0
20241231,W-16,M-0163,2092,2281,10,659,0,0
20241231,W-16,M-0155,2152,2553,763,804,0,0
20241231,W-16,M-0141,1945,1724,597,425,0,0
20241231,W-16,M-0161,2263,2098,733,144,0,0
20241231,W-16,M-0105,283,663,456,52,0,0
20241231,W-16,M-0022,1503,1026,480,694,0,0
20241231,W-16,M-0057,194,376,90,623,0,0
20241231,W-16,M-0008,2706,2954,53,12,0,0
20241231,W-16,M-0131,1042,1366,557,694,0,0
20241231,W-16,M-0045,716,990,268,49,0,0
20241231,W-16,M-0071,2055,2284,557,17,0,0
20241231,W-16,M-0190,1614,2045,457,240,0,0
20241231,W-16,M-0174,991,1337,854,424,0,0
20241231,W-16,M-0058,432,381,781,182,0,0
20241231,W-16,M-0154,2364,2561,774,357,0,0
20241231,W-16,M-0197,1742,1795,556,989,0,0
20241231,W-16,M-0147,2193,1697,4,298,0,0
20241231,W-16,M-0064,888,691,250,744,0,0
20241231,W-16,M-0043,287,497,372,750,0,0
20241231,W-16,M-0133,2840,3232,512,254,0,0
20241231,W-16,M-0051,2320,2205,149,473,0,0
20241231,W-16,M-0176,1988,1588,196,296,0,0
20241231,W-16,M-0119,1208,1588,987,418,0,0
20241231,W-16,M-0137,479,458,938,201,0,0
20241231,W-16,M-0033,1336,1202,379,644,0,0
20241231,W-16,M-0037,2821,2353,934,468,0,0
20241231,W-16,M-0136,2540,2583,69,787,0,0
20241231,W-16,M-0173,2105,2366,471,879,0,0
20241231,W-16,M-0027,1852,2352,256,689,0,0
20241231,W-16,M-0148,1848,1964,688,863,0,0
20241231,W-16,M-0048,1373,1541,280,411,0,0
20241231,W-16,M-0039,7,0,77,805,1,1
20241231,W-16,M-0184,1018,1317,217,125,0,0
20241231,W-16,M-0081,2135,1847,659,484,0,0
20241231,W-17,M-0058,35,492,430,701,0,0
20241231,W-17,M-0061,2327,2745,857,171,0,0
20241231,W-17,M-0043,400,618,568,998,0,0
20241231,W-17,M-0149,1989,2386,672,308,0,0
20241231,W-17,M-0120,2068,1821,617,495,0,0
20241231,W-17,M-0136,86,0,385,471,1,1
20241231,W-17,M-0129,1712,1744,967,392,0,0
20241231,W-17,M-0068,1477,1570,657,398,0,0
20241231,W-17,M-0164,892,1307,838,837,0,0
20241231,W-17,M-0072,318,178,949,941,0,1
20241231,W-17,M-0126,584,153,768,412,0,1
20241231,W-17,M-0038,2987,2789,958,165,0,0
20241231,W-17,M-0196,2035,2397,310,40,0,0
20241231,W-17,M-0088,1895,1588,312,265,0,0
20241231,W-17,M-0006,1688,1524,508,710,0,0
20241231,W-17,M-0122,935,605,374,163,0,0
20241231,W-17,M-0151,2605,2674,894,11,0,0
20241231,W-17,M-0065,2132,2335,261,742,0,0
20241231,W-17,M-0102,2511,2549,392,201,0,0
20241231,W-17,M-0116,2125,2323,484,34,0,0
20241231,W-17,M-0133,1523,1534,949,128,0,0
20241231,W-17,M-0083,2953,3162,416,818,0,0
20241231,W-17,M-0131,952,698,292,110,0,0
20241231,W-17,M-0141,1528,1216,228,629,0,0
20241231,W-17,M-0134,1783,2074,397,987,0,0
20241231,W-17,M-0118,359,0,414,480,1,1
20241231,W-17,M-0059,1718,2124,643,194,0,0
20241231,W-17,M-0099,327,340,889,14,0,0
20241231,W-17,M-0100,543,57,459,93,0,1
20241231,W-17,M-0090,818,747,934,15,0,0
20241231,W-17,M-0173,244,44,253,488,0,1
20241231,W-17,M-0016,363,253,455,161,0,0
20241231,W-17,M-0167,2807,2807,388,248,0,0
20241231,W-17,M-0200,237,347,580,616,0,0
20241231,W-17,M-0115,1347,1345,598,239,0,0
20241231,W-17,M-0078,2206,2192,282,956,0,0
20241231,W-17,M-0148,163,552,814,634,0,0
20241231,W-17,M-0084,580,87,701,538,0,0
20241231,W-17,M-0171,2341,2010,444,510,0,0
20241231,W-17,M-0127,148,78,657,974,0,1
20241231,W-17,M-0138,564,413,13,182,0,0
20241231,W-17,M-0027,2660,2698,527,508,0,0
20241231,W-17,M-0189,2632,2965,571,903,0,0
20241231,W-17,M-0111,321,0,72,879,1,1
20241231,W-17,M-0001,13,203,201,687,0,1
20241231,W-17,M-0191,2666,2294,293,493,0,0
20241231,W-17,M-0194,1376,969,940,129,0,0
20241231,W-17,M-0108,512,877,894,991,0,0
20241231,W-17,M-0091,505,728,42,378,0,0
20241231,W-17,M-0030,1273,1403,992,631,0,0
20241231,W-17,M-0012,1993,1634,729,353,0,0
20241231,W-17,M-0008,312,610,47,246,0,0
20241231,W-17,M-0192,198,298,937,733,0,0
20241231,W-17,M-0160,2210,2146,607,356,0,0
20241231,W-17,M-0183,2160,2088,937,672,0,0
20241231,W-17,M-0051,649,528,233,883,0,0
20241231,W-17,M-0081,2706,2833,659,176,0,0
20241231,W-17,M-0159,2936,3079,666,632,0,0
20241231,W-17,M-0033,263,739,726,968,0,0
20241231,W-17,M-0110,124,585,826,342,0,0
20241231,W-17,M-0070,830,1293,840,728,0,0
20241231,W-17,M-0018,2624,2401,458,114,0,0
20241231,W-17,M-0042,2648,2343,729,870,0,0
20241231,W-17,M-0004,2022,2055,691,610,0,0
20241231,W-17,M-0137,870,1123,841,88,0,0
20241231,W-17,M-0181,1373,1596,110,681,0,0
20241231,W-17,M-0117,2679,3130,640,382,0,0
20241231,W-17,M-0037,1108,1347,162,158,0,0
20241231,W-17,M-0128,343,0,82,942,1,1
20241231,W-17,M-0178,2169,2093,155,581,0,0
20241231,W-17,M-0022,1047,1313,736,707,0,0
20241231,W-17,M-0089,2404,2741,394,270,0,0
20241231,W-17,M-0170,2831,3141,523,698,0,0
20241231,W-17,M-0113,1360,1663,575,624,0,0
20241231,W-17,M-0028,1100,1450,805,533,0,0
20241231,W-17,M-0187,662,540,370,115,0,1
20241231,W-17,M-0105,62,0,852,962,1,1
20241231,W-17,M-0101,1243,1565,765,534,0,0
20241231,W-17,M-0094,762,749,186,896,0,0
20241231,W-17,M-0057,1570,1830,541,388,0,0
20241231,W-17,M-0040,1027,719,961,731,0,0
20241231,W-17,M-0035,2055,2549,963,17,0,0
20241231,W-17,M-0144,2770,2399,465,112,0,0
20241231,W-17,M-0156,1243,1698,253,407,0,0
20241231,W-17,M-0039,389,59,485,780,0,0
20241231,W-17,M-0182,2260,2586,675,497,0,0
20241231,W-17,M-0179,1077,1477,749,901,0,0
20241231,W-17,M-0013,2349,2480,908,268,0,0
20241231,W-17,M-0157,2218,2447,134,440,0,0
20241231,W-17,M-0047,2728,3007,631,311,0,0
20241231,W-17,M-0104,2845,3045,519,381,0,0
20241231,W-17,M-0190,434,462,315,48,0,0
20241231,W-17,M-0177,2783,2645,772,917,0,0
20241231,W-17,M-0109,2410,2256,614,820,0,0
20241231,W-17,M-0019,227,0,194,31,1,1
20241231,W-17,M-0096,201,594,634,116,0,0
20241231,W-17,M-0163,2035,1912,38,899,0,0
20241231,W-17,M-0074,2550,2152,504,111,0,0
20241231,W-17,M-0124,1476,1476,199,938,0,0
20241231,W-17,M-0071,1371,1140,19,501,0,0
20241231,W-17,M-0087,966,794,241,982,0,0
20241231,W-17,M-0053,1542,1464,257,414,0,0
20241231,W-17,M-0041,748,1167,854,536,0,0
20241231,W-17,M-0076,1268,890,819,679,0,0
20241231,W-17,M-0142,1596,1580,281,122,0,0
20241231,W-17,M-0098,722,1127,261,711,0,0
20241231,W-17,M-0045,1600,2050,969,452,0,0
20241231,W-17,M-0044,2,0,331,878,1,1
20241231,W-17,M-0086,2227,1994,431,860,0,0
20241231,W-17,M-0080,426,569,635,346,0,1
20241231,W-17,M-0198,1341,1436,145,194,0,0
20241231,W-17,M-0052,1185,877,491,768,0,0
20241231,W-17,M-0166,2627,2874,690,756,0,0
20241231,W-17,M-0009,2427,2224,55,673,0,0
20241231,W-17,M-0162,2297,2044,588,181,0,0
20241231,W-17,M-0075,343,272,959,214,0,0
20241231,W-17,M-0010,1344,1047,912,323,0,0
20241231,W-17,M-0066,2801,3235,447,45,0,0
20241231,W-17,M-0079,459,121,616,486,0,0
20241231,W-17,M-0195,2207,2361,759,742,0,0
20241231,W-17,M-0147,1017,1098,334,999,0,0
20241231,W-17,M-0188,2504,2036,368,784,0,0
20241231,W-17,M-0174,1775,1740,993,496,0,0
20241231,W-17,M-0060,2269,2446,126,814,0,0
20241231,W-17,M-0180,2019,2065,333,873,0,0
20241231,W-17,M-0125,196,0,621,876,1,1
20241231,W-17,M-0168,2254,2502,40,293,0,0
20241231,W-17,M-0017,2471,2641,260,597,0,0
20241231,W-17,M-0114,1931,2253,173,56,0,0
20241231,W-17,M-0077,474,804,836,463,0,0
20241231,W-17,M-0011,2173,2464,663,805,0,0
20241231,W-17,M-0172,377,272,332,244,0,0
20241231,W-17,M-0097,1570,2026,689,364,0,0
20241231,W-17,M-0140,1858,1359,594,858,0,0
20241231,W-17,M-0064,2299,2475,707,137,0,0
20241231,W-17,M-0139,1997,2086,30,625,0,0
20241231,W-17,M-0132,1903,1807,273,662,0,0
20241231,W-17,M-0161,2472,2428,722,499,0,0
20241231,W-17,M-0199,198,130,72,587,0,0
20241231,W-17,M-0193,66,506,166,388,0,0
20241231,W-17,M-0184,1236,1586,765,185,0,0
20241231,W-17,M-0143,1851,1561,239,838,0,0
20241231,W-17,M-0063,253,521,478,365,0,0
20241231,W-17,M-0015,1811,2105,691,69,0,0
20241231,W-17,M-0036,32,0,323,880,1,1
20241231,W-17,M-0056,2278,2209,536,700,0,0
20241231,W-17,M-0062,2802,2491,273,667,0,0
20241231,W-17,M-0073,726,717,570,207,0,0
20241231,W-17,M-0093,706,869,198,684,0,0
20241231,W-17,M-0049,68,0,467,739,1,1
20241231,W-18,M-0176,93,87,498,809,0,1
20241231,W-18,M-0173,1873,1977,247,945,0,0
20241231,W-18,M-0172,909,1018,192,404,0,0
20241231,W-18,M-0035,1159,1009,390,171,0,0
20241231,W-18,M-0049,2325,2343,972,182,0,0
20241231,W-18,M-0114,2615,2658,36,379,0,0
20241231,W-18,M-0041,2311,2103,964,331,0,0
20241231,W-18,M-0092,2849,2939,578,543,0,0
20241231,W-18,M-0011,1700,1450,940,427,0,0
20241231,W-18,M-0058,637,344,129,811,0,0
20241231,W-18,M-0171,1905,1426,569,126,0,0
20241231,W-18,M-0105,223,178,165,457,0,0
20241231,W-18,M-0147,1183,1664,958,702,0,0
